address,cost,cuisine,name,rating,review
"
68 Forsyth St.
New York, NY 10002
212-625-8299
",1.0,Chinese,Spicy Village,7.5,"Here at The Infatuation, we cover a lot of ground. Yes, we're probably going to review the new French place that some guy who isn't French just opened, just like everyone else that writes about restaurants will. But we also do our best to shine a light on some of the other really good establishments around town that don’t have PR teams pimping them out at every opportunity. Not every restaurant needs a press release.
Spicy Village is squarely in the latter category. Even though the New York food royalty is up on this restaurant (none other than Danny Bowien of Mission Chinese has admitted to borrowing recipes), we can promise you that they don’t have a PR team here. And we certainly wouldn’t recommend that they hire one. As a matter of fact, if they're going to spend money on anything, the first thing they should invest in is a dimmer switch for those fluorescent lights. Or maybe some plastic plates and cups, instead of styrofoam. In other words, this is not a place you want to take a date. Spicy Village is a restaurant for you and a few friends (they can’t accommodate parties larger than six) to eat some cheap, delicious Chinese food. And when we say cheap, we mean cheap - on our last trip here our group of five got stuffed for $10 per person, including tip. And you can catch a buzz for virtually nothing, since it’s also BYOB.
A few of the dishes are forgettable, but there are enough gems on this menu for us to recommend it wholeheartedly if you have a couple of adventurous friends to join you. Just bring some cash and a six pack, order a few dishes to share, and you’ll go home happy."
"
166 Dekalb Ave.
Brooklyn, NY 11217
718-488-7800
",2.0,American,Walter's,7.8,"There's an art form to the neighborhood restaurant and Walter's has got it down pat.
Walter Foods initially established itself as a 'hood favorite in Williamsburg. After showing the Billyburg locals how it's done, it expanded to Fort Greene. Walter's doesn't have an awesome outdoor patio like its older sibling, but it's drawn up with the exact same blueprint that made its predecessor so successful: simple, well-executed classics, reasonable prices, and a friendly environment where everyone feels at home. The bartender in the bowtie is clearly there all the time. He's on a first-name basis with everyone sitting at the bar and is exactly the guy you want to shoot the sh*t with on a random Tuesday night.
Walter's is one of those spots that's ""Perfect For"" pretty much everything, but generally reserved for occasions which don't take much planning. Like a meal before an event at Barclays on a weekend morning, oysters and a glass of wine before you go out, or a midnight snack. Whatever it may be, Walter will always be there for you when you need him."
"
1372 York Ave.
New York, NY 10021
646-727-9056
",3.0,Sushi,Tanoshi Sushi,8.5,"What’s that? You’ve never heard of Tanoshi? No sh*t. It’s on 73rd and York. I had no idea that there were people on this part of the island, let alone noteworthy restaurants. In my mind, this neighborhood is basically a hospital and a bunch of empty apartments that you see on Craigslist for $1400 a month. Is that a murphy bed in that photo? Yes it is. Welcome to New York, kid. But ask any of your sushi-obsessed friends, and they’ll tell you - Tanoshi is the real deal.
That’s actually exactly the story that led us to Tanoshi Sushi. One of our own omakase-obsessed friends was raving about it a few weeks ago, and then it seemed like suddenly everyone we know was trying to get a reservation. And getting a reservation is no easy task. Tanoshi is only ten seats around a counter, and they do three seatings a night. It used to be that you had to come to the restaurant at 1pm to put your name on the list. Fortunately, they now accept online reservations.
Luckily it didn’t come to fisticuffs for us to eat here. After a full omakase meal with some appetizers and a few other extras thrown in, we’re happy to tell you that Tanoshi is as good as people say it is. This is one of the best sushi experiences you can find in New York City, and it comes at a better price than all of its contemporaries. The basic omakase starts around $95, which is pricier than it was a few years back, but also still more affordable than some of the city's other top spots. It also helps that it’s BYOS (bring your own sake).
Ultimately, Tanoshi is a restaurant that's worth checking out, especially if you’re one of those sushi obsessives we keep mentioning. We’re betting you’ll like this dingy little hole in the wall more than whatever your current overpriced go-to spot is. You may even find yourself coming up to York Avenue every once in a while just to eat here. Maybe you should scope out some real estate while you’re at it. We saw an alcove studio nearby on CitiHabitats that looked pretty appealing. I think it even comes with a futon."
"
356 W. 58th St.
New York, NY 10019
212-554-6217
",3.0,Mexican,Tequila Park Taqueria,6.0,"We didn't choose to work in Midtown, Midtown chose us. Just like it has possibly chosen you. And if you're anything like us, we make it a priority to escape the misery as soon as the workday ends. But sometimes a drink or a meal in the area is a necessity, and reasonable hangs with good eats are few and far between around these parts. For that one day a year you decide to stay local and drink with co-workers, you could do a lot worse than outdoor tacos and margaritas at Tequila Park, the new seasonal restaurant on the second floor courtyard inside the Hudson Hotel.
Believe it or not, the tacos at Tequila Park are actually pretty damn good. They're a little bit tiny and a lot expensive, but that's to be expected in a place like this. The important part is that neither the tacos nor the margaritas are offensive, which is usually what you find when Midtown hotels start hopping on the latest dining trends. A word to the wise, don't roll up on Tequila Park expecting to eat or drink right when it opens at 4pm. Even on a Friday. We went last week on a half-day summer Friday, and were bummed that the tacos and tequila were not flowing until at least 4:45. They should fix that. People want to rage at the end of the week when the weather's warm. Or maybe that's just us.
At the end of the day, Tequila Park is definitely a useful option to have in the tool belt, as long as you're aware of what you're getting in to. This is a hotel. People in ridiculous outfits from both Italy and Iowa will be present. And it's expensive. $16 margarita expensive. If you're OK with all of that, you can surely have some open-air fun here. Especially if you have a corporate card."
"
199 Prince St.
New York, NY 10012
212-335-0566
",3.0,French,Little Prince,6.5,"Here’s what we can’t understand: How is it possible for someone to invest god knows how much money into opening a restaurant in New York - probably at least a million dollars - plus endless amounts of time and energy and emotional strife...only to end up staffing the place with a bunch of people who are f*cking baffled by the concept of serving food to humans?
This was a difficult review to write because we really wanted to love this place. Little Prince is a restaurant in Soho with so much promise, but every time we’ve wanted it to deliver, it’s let us down a little bit. Kind of like your really smart cousin who just can’t kick the weed and sleeps in his car every once in a while. You know he has greatness in him, but he just keeps disappointing you. And it always comes down to discipline. Our meals at Little Prince have been good examples of both those analogies.
On our first visit, we showed up for dinner on a Thursday night and had a really nice time eating some classic French bistro food, though we admittedly ordered very simple things and chalked up some of the small inconsistencies to a busy evening and early stage kinks. But then we returned a few weeks later on a quiet weekday night, and some of the true problems with this place shined through. Big problems. First of all, if there is one thing you can’t afford to screw up when you operate a French restaurant, it’s technique. You cannot serve a classic Lyonnaise-style frisée salad with so much vinaigrette that it could also sort of be a soup. Your simple roast chicken can’t be over-salted to the point that it almost tastes like jerky. And, most importantly, you can’t hire a bunch of waiters because they look cool, even though you could very easily convince them that “poulet” is the French word for swimming pool. That sh*t doesn’t work. Especially not in New York, and especially not with Balthazaar a few blocks away making you look bad. Don’t get us wrong - everyone at Little Prince is very, very nice. But you’d have to think they could find a few people that know not to fill a glass of wine to the very top like it’s the last one on earth. We like to drink and all, but we’d prefer not to need a straw.
I suppose what we’re getting at is that Little Prince would benefit greatly from a little bit (a lot) of fine tuning. This place has to figure out how to be a consistently good restaurant - from the kitchen to the wait staff -before it becomes a Soho go-to. There are too many other places nearby that offer the same experience, only better. See you at Raoul’s."
"
605 Carlton Ave.
Brooklyn, NY 11238
718-942-4255
",3.0,American,James,7.9,"Have you ever sat down at a restaurant, read the menu, realized it’s full of the same stuff you see all the time, and assumed the meal that you’re about to eat is either going to suck or make you fall asleep? Well that’s what happened to us at James. Let’s run through the list of things available for dinner on any given night at this restaurant: Kale salad? Obviously. We were surprised it wasn’t served with some kind of ramp dressing. Pork belly? You know it. Roasted Chicken? Yup. Diver scallops? A “spring” pasta? Skate? Hanger Steak? All present. A burger? “The best you’ll ever have. It will change your life,” according to our server. You get the picture. We were of the mindset that unless Amanda Bynes came out of that kitchen high as f*ck and holding our food, this meal wasn’t destined for greatness. We were wrong.
The menu at James may not be all that original, but damn does it deliver the goods. This place reminds us of a Brooklyn version of Five Points, another restaurant that makes simple food seem exciting by making it taste really, really good. We actually enjoyed our meal at James so much that we decided to take our waitress up on that burger challenge...and had one for dessert.
The moral of the story here is that sometimes we just need to chill out. There are so many ridiculous dining trends to obsess over, but at the end of the day, it’s hard to beat well-executed, simple food. Thank you for the reality check, James. Now, who wants to go eat some bark and rocks at Atera?"
"
380 Lafayette St
New York, NY 10003
212-533-3000
",3.0,French,Lafayette,8.1,"Hundreds of restaurants open in New York City every year, but only a few open with the press, fanfare, and excitement of a Hollywood blockbuster. At this point, Andrew Carmellini should be referred to as food game James Cameron. The dude goes big. Real big. He’s learned how to manipulate all the right loud-mouthed, powerful people into his corner and can roll out a restaurant better than anyone else in this city. Which is exactly why people have been talking about Lafayette, his new French monstrosity, for what feels like forever. We were in the minority when we dropped a so-so rating on Carmellini’s last big premiere, and we’ll continue to stand by our “good, not great” take on The Dutch. But this time around, we are happy to report that we’re fully buying the hype. Balthazar, you had a good 16-year run, but it’s time to step aside. Lafayette is now the quintessential French bistro of bustling downtown NYC.
Lafayette is an impressive place. It’s a massive restaurant in a space you’re probably familiar with, previously home to Chinatown Brasserie and Time Cafe. The huge room is populated with cushy booths as far as the eye can see, and there isn’t a bad seat in the house. And even with all that space, people are still spilling out of every crevice, drinking at the bar, having a croissant at the bakery in the front of the restaurant, or gathered in the downstairs cellar/private dining room/late night party lounge. It’s really crazy just to see how much there is going on in this place at any particular moment, and yet Lafayette keeps it’s sh*t together pretty well.Part of that successful execution seems to come because Lafayette is most certainly not cutting corners. Close attention is paid to every detail, and therefore the service is pretty much flawless. And even with all the bells and whistles here, it’s the simple things that impressed us the most. From the fresh-baked bread, to the french fries, to the butter lettuce salad, the basic things tend to be the most memorable. From there, scoping the massive menu here is kind of like browsing at your favorite store: you want to buy everything. Raw bar, meats and cheeses, crudo, tartare, handmade pasta, steak frites, bouillabaisse, rotisserie chicken for two, wood fired things, dessert... the options are endless. We were actually considering holding this review until we had eaten every dish on every menu. Not because it was necessary, but because we wanted to. Then after four trips and nearly $1,000 spent, we figured we’d stop right there. At least until one of us qualifies for a loan or something.
Lafayette isn’t going to be the best meal you have this year, but it’s definitely going to be one of the most fun. It’s a restaurant that’s Perfect For a lot of things, most of which involve scoping out Action at the Bar and Scoping Hot Girls/Guys. Recognizable celebrities amongst them, Lafayette is crawling with A-Listers. The beauty is that Lafayette treats you like one, even if you’re not. We have a feeling this blockbuster is going to continue to rake it in at the box office for a very long time."
"
125 E. 39th St.
New York, NY 10016
212-228-4873
",4.0,Japanese,Kajitsu,8.4,"Last fall, you might remember that we were very proud of ourselves for discovering Kajitsu, an incredible little East Village restaurant that we later found out had a Michelin star. Apparently we’re really good at discovering restaurants that already have Michelin stars. Have you guys heard about this place, Le Bernardin? It’s supposed to be awesome.
Just as we had finished dropping a very high rating on Kajitsu and remarking on what a special restaurant it is, they decided to close up shop and move to a larger space in Murray Hill. We can only assume it was all of that demand that we (and not the Michelin star) created. Either way, it rendered our old review pretty much useless, so a trip to the new Kajitsu was in order. Twist our arms.
We’re happy to report back that the food at Kajitsu is still exciting, interesting, and mind-bogglingly good. The menu is exactly the same: a four-course and an eight-course tasting menu, exemplifying the all-vegetarian practice of Shojin cuisine that originated in Buddhist monasteries. But now this restaurant is exactly where it should have been all along - in a space that properly reflects the fact that high level sh*t is happening all around you. The dining room is situated on the second floor of a townhouse, appointed with beautiful wood paneling, slate floors, and wood tables that look like they’ve been taken from the trunk of some mythical Japanese tree that understands human feelings. It’s a very “zen” room, but it is also unmistakably one where world-class food is being served. And we’re pretty sure that was exactly the point of the move. Kajitsu is such a special place that it deserves to be part of the conversation when it comes to essential New York restaurants. But it wasn’t ever going to get the recognition it truly deserves in its old location, a few steps below street level on a dirty block that ends at Tompkin’s Square Park. This new restaurant is a far more appropriate setting, geographically situated so that more of New York City is likely to experience it, and aesthetically designed so that they can acquire a few more of those Michelin stars. Which, mark our words, they will."
"
247 Broome St.
New York, NY 10002
212-228-4450
",2.0,Spanish,The Ten Bells,7.2,"Despite being an obvious pairing, wine bars that actually serve good food aren’t something we come across very often. There are certainly a couple of solid spots, but for every one that’s good, there are ten wine bars that most definitely suck. The Ten Bells, a longtime staple on the Lower East Side/Chinatown border, is a wine bar that’s been on our internal Hit List for a while. Although we’d been a couple times for drinks and oysters, we’d never rolled up with the intention of having dinner until last week. And you won’t find us doing it this way again.
Don’t get us wrong - we really like The Ten Bells. It’s a beautifully laid out space, with a nice bar, plenty of room for hanging, an incredible wine list made up entirely of organic and sustainable wines, and an oyster happy hour every damn day. But despite also having a large menu of mostly Spanish small plates, eating a full-blown meal here is unnecessary. The cooked food just isn’t very good. It is, however, still a very useful destination for a number of different reasons. Ten Bells is a great choice for a First/Early in the Game Date, where you can load up some oysters and a cheese plate and let the merengue music do the rest. It’s also a good pre-game spot before a meal at The Fat Radish, which is only a few blocks away. And if you’re seeing a band at Bowery Ballroom, this is an excellent option for a nightcap after the show.
If The Ten Bells wasn’t so Perfect For all of those things other than food, it’d get a significantly lower score. That being said, if you’re simply coming here for drinks and oysters, increase this rating at least an entire point. Oh, and bring the green. It’s cash only."
"
383 Carroll St.
Brooklyn, NY 11231
347-799-2154
",3.0,American,Lavender Lake,7.9,"So technically, Lavender Lake is a bar. Actually, not technically at all - I have no idea what the technical specifications would be to discern a bar from a restaurant. Maybe one of those urinal troughs. It's probably safe to say that if your establishment has one of those, you aren't eligible for a Michelin Star.
Anyway, most people would tell you that Lavender Lake is a bar, and it's best known for having a large and awesome back patio. We actually ended up here recently for the sole purpose of doing some Summer Guide research (that's now the terminology we use for any time we drink beers and eat food outside), and were indeed impressed with both the indoor and outdoor spaces and the huge bar with many things to drink behind it. But what we found to be really remarkable about Lavender Lake is the fact that they have pretty damn good food too.
Ultimately, a place like this could very easily get by with slapping a mediocre burger and some finger foods on a menu, just to keep people sober enough to avoid falling into the nearby canal on their way home. But Lavender Lake seems to have put some care into curating a small but solid selection of bar snacks and entree sized plates. We absolutely loved the burger here, and some of the veggies we had were exceptional as well. And eating these things in the sun with an IPA on the side is not a bad way to spend a Saturday. Just be aware that this place gets really crowded by about 4pm on a nice weekend afternoon, so you might end up sitting with your burger on a bench near some plants, rather than at a real table. At least you know you won't have to pee in a trough when nature calls, because this is a restaurant. Or wait. It's a bar. What's the difference again?"
"
102 3rd Ave.
New York, NY 10003
212-529-8880
",2.0,American,Feast,7.3,"We're all familiar with the current New York restaurant trends - bakery by day/restaurant by night establishments, nose to tail cooking, never-ending tastings that cost as much as a small car. Feast is a new restaurant in the East Village that checks off a lot of those boxes. It is indeed a bakery during the day, and they most definitely embrace the ""whole animal"" mentality at night. But, as suggested by the name, this is not an expensive tasting menu situation. Feast is a meal meant to be shared amongst friends. You sit down and they load up your table, Thanksgiving style.
Feast's concept is fun. We definitely give them credit for mixing it up and taking a different approach to restaurant dining, and making it affordable in the process. The menu here consists of two different meals: a ""farmer's market"" vegetarian feast ($38 pp) and a ""nose to tail"" meat feast ($48 pp). There's also the option to order from a separate a la carte menu, just in case feasting isn't in your nature. In theory, it all sounds wonderful. But we took issue with the set up once we realized we had to abide by all kinds of rules. We don't do well with rules. Especially at the dinner table.
Here's the deal - feasts at Feast are made for two people, so you and your dining companion need to agree on either meat or vegetarian. You can't each order your own. If there's more than two and less than four of you, you're kind of f*cked. We had three people in our party and were frustrated by the fact that you can't order two meat feasts and one veggie feast. I begged and pleaded with our server, trying to reach a compromise by asking for single servings of select dishes on the veggie feast instead of the whole thing. But they weren't having it. She was visibly annoyed by our attempts too, which just made the situation worse. The most frustrating part is that each dish comes as a small duo. Would it really be that hard to stuff a singular eggplant with risotto and broccoli rabe instead of two? We think not. At any rate, we pushed on, and (menu gripes aside) we wound up enjoying our meal here. We were impressed with the imagination on display in dishes like the Oxtail Steak n' Eggs and the Lamb Shank Lasagna. It was also nice to have a huge table of food to eat from at your leisure, along with a reasonably priced and well curated beer and wine list to drink from. No single thing that we ate absolutely blew our mind, but this is definitely a restaurant we'd come back to, especially when we need a place for a Big Groups meal...as long as we've got an even number of people.
Nose To Tail Lamb Feast

Carpaccio
Razor thin slices of raw lamb are wrapped around honey crisp apple strips, drizzled with almond shavings and served with a delicious and spicy cognac mustard. The portion size is tiny, but the flavor is large.Merguez Stew
This was our favorite dish of the appetizer feast - a quail egg sitting in the middle of a tomato and lamb stew. It tasted like breakfast, which seemed to be a bit of a theme here. I guess that's what happens when you double as a pastry shop during the day. We're not complaining.Shepherd's Pie
Conceptually, this was really cool. It's a personal pastry of sweet potato pie, with a delicious square of lamb belly on top. But while it looked and sounded great, but it wound up being two separate components that just didn't work well together. The lamb belly was delicious, but it just kind of sat there on top of the dry, unforgiving pie.Roasted Pepper Salad
Sliced roasted peppers in a rich French onion sauce (soubise). This is sort of a sloppy mess, but it has all kinds of flavor. We liked it.Lasagna
The most impressive dish of the night. This lasagna is a wide, thin layer of pasta, wrapped around lamb shank, wrapped around goat cheese, and topped with broccoli rabe. This is different. This is interesting. And this is delicious.Rack of lamb
Let's call this good, not great. Our lamb was a little dry, and there was so much herby crust that it actually detracted from the flavor of the meat. At least it photographed nicely.Potato Gratin
Potatoes and cheese. Obviously good.Fricasse Of Winter Vegetables
Also known as a brussels sprouts salad with pearl onions and butternut squash. This ended up being one of our favorite dishes at Feast. ""Butter To Flour""
Dessert was insanely delicious here. It was essentially a sweet pizza with pear and maple walnuts on top, and a side of bourbon and lightly sweetened cream to add to the goodness.
A La Carte Menu

Steak N' Eggs
Hello insane breakfast for dinner. This was crazy in the best way possible. Shredded oxtail, on top of soft toast with a fried egg and béarnaise sauce. Incredible.Smoked Salmon
Yikes. This was terrible. The salmon was served as a filet and was nearly raw and kind of cold. And the apple fennel slaw was soaked in a not-so-tasty cider. No thanks.Chicken N' Dumplings
Big chunks of chicken are paired with a ""liver gnocchi"" and crispy pieces of chicken skin for added crunch. It's a nice use of many different chicken parts, but we probably wouldn't order this again."
"
668 10th Ave.
New York, NY 10036
212-920-4770
",3.0,Mexican,Añejo,7.0,"Añejo Tequileria is one of the best restaurants in New York, assuming you’re either 1) on a diet, 2) looking for a second dinner, or 3) just had your stomach stapled. We say that because while it's pretty good, the food here isn't really the focus. The menu is actually quite short - there are many more pages of tequila options than there are things to eat. We found that to be a bit odd for a Top Chef-helmed restaurant.
Añejo is the brainchild of season who-knows-what contestant, Angelo Sosa. He was the guy that didn't win, but the guys hated and the girls loved. Or maybe the girls hated him and the guys loved him. Who can remember anymore. You get the point. You also might remember Angelo from the first establishment he opened after his stint on the show, Social Eatz, which has since closed...probably because of the Z. We liked that restaurant, and there are some things we like about Añejo too, even though its food offerings are a bit limited. As we said earlier, what is on the menu here is pretty good. But they also take the “small” in “small plates” really seriously. We almost had to start a new category called “Perfect For: Tiny Servings” for this review. So if you come here starving and looking to stuff your face with Mexican food until you can’t walk, know that you’ll have to order just about everything they offer, and are likely to end up with a bill as big as the one you get from Time Warner Cable every month by the time you're done. But if you’re just looking for a couple good tacos and a killer tequila selection, this is your spot. And the margarita that the Village Voice called the best in NYC last year? Yeah, it’s pretty damn good, and you’ll get more than three sips out of it. The rest of their tequila-based cocktails are worth trying too.
The only problem that we have with Añejo other than the price/food ratio is the space itself. It’s always full and the crowd is usually attractive, but the tables are so tightly packed that every seat in the place might as well be at a communal table. That's good for creating a lively atmosphere and a few opportunities for eavesdropping, but you don’t have nearly as much space as you’d expect to when you’re spending $14 on a plate of two tacos. Particularly all the way out here on 10th Avenue. Añejo could be a great neighborhood hang if they dropped the prices a bit and got rid of a few tables. As it is, this is a better place for drinking than eating."
"
367 Classon Ave.
Brooklyn, NY 11238
718-230-0061
",3.0,American,Speedy Romeo,8.7,"Speedy Romeo is the best restaurant you haven’t been to. Seriously. Take all of the other places on your Hit List and push them aside until you’ve been to Clinton Hill to check out what’s going on here. 
We don’t tend to speak in absolutes, and we don’t typically like jacking up your expectations for a meal by telling you it’s the number one best anything. But we have no problem making the statement we did today about Speedy Romeo. Why? Because places like this are what keep us going. We love nothing more than discovering a true neighborhood restaurant, and then finding that the food in that restaurant is also incredible. There is also nothing better than when you can tell that the people who frequent that restaurant really feel like it’s partly theirs, just because they live nearby and the staff is nice to them when they walk in the door. We certainly felt that way after a few visits, even though it took us 45 minutes and three subways to get there. That’s what’s going down at Speedy Romeo.
If you’ve heard anything about Speedy Romeo or done a little bit of research, it’s pretty likely that you got the impression that this is another Brooklyn pizza joint. You wouldn’t be entirely wrong about that - they most definitely make pizzas here, and their pizzas are awesome. But what really blew us away about this place was the rest of the menu, the entirety of which is cooked over wood flames. You see, when Speedy Romeo’s chef and owner decided to convert this old auto body shop into a restaurant, they decided not to put in any gas lines. So there are no stoves or convection ovens in the kitchen. There is only fire. And chef Justin Bazdarich, a guy who trained under Jean Georges, knows what he’s going with it. The Kansas City Strip Steak here is one of the best steaks we’ve hand in recent memory. The burger is excellent. And yes, those pizzas that everyone talks about are very good, too. As a matter of fact, everything we have eaten at Speedy Romeo has thoroughly impressed us. So much so that they have us talking in absolutes. Put it on your Hit List and make the trip. Then feel free to thank us. On second thought, thank them."
"
185 7th Ave.
New York, NY 10011
212-989-4466
",2.0,Japanese,Momoya,7.8,"Everyone has a favorite neighborhood sushi spot and, if you live in Chelsea, there's a good chance yours is Momoya. For the price and the quality, you can't touch this (that was fun, right?). It's a restaurant that belongs in the ""best of"" conversation when discussing NYC's top tier of lower end sushi spots. And we have you to thank for turning us on to it. Some friends who lived in the 'hood who used to swear by it, and it was also the venue for NSieges' winning photo in our #NemoBites Instagram Challenge. So that's neat.
It turns out that Momoya has a serious cult following outside of just people that we know in real life and a few that we have met over the internet. We recently went for dinner and got there as the soon as doors opened, and within thirty minutes every seat was taken and a wait began to pile up. I guess people are smart. Despite a plethora of sub-par sushi options in the area, they seem to know how to sniff out the highest quality fish. And though Momoya might not be home to the best sushi in all of Manhattan, they certainly do a good job of focusing on the basics while keeping a few popular tricks up their sleeve. One of those tricks is this moderately sloppy yet also insanely delicious spicy tuna crispy rice, which happens to be incredible. The sushi and sashimi are solid here too, and if you're careful, you can get out with a reasonable tab on your hands. Just go easy on the Sapporos."
"
8 W. 18th St.
New York, NY 10011
212-255-0018
",2.0,Japanese,Ootoya,7.3,"Otooya is basically the Japanese version of the Cheesecake Factory. We mean that in the nicest way possible, because the food here doesn’t suck. But this restaurant is a huge chain in Japan, and they have an enormous menu that’s a bit daunting (though not laminated, thank god). So it’s the easiest comparison to make. There's also a big host station at Ootoya, where you will inevitably be informed of a one hour wait and asked for your phone number so they can call you when you're table is ready. It's essentially a step short of handing you one of those blinky buzzer things. And some crayons.
Eventually, you'll be called upon to return to the Ootoya Factory (usually much sooner than that hour wait you were quoted), and you’ll be guided into a huge, two-level space and greeted by a friendly hello from the staff – all of the staff, at the same time, loudly. You will then sit down and realize that this is one of the few restaurants in New York (and certainly the only one at which you can spend less than $20 per person for dinner) where the tables are far enough apart that they don’t have to be pulled out to sit down, and where you won’t hear every word of the conversation next to you. We’re quite not sure how they manage to have that much space at this price point, but we didn’t ask any questions. We’re not trying to anger the Yakuza.
On each of our trips here we were the only white people in the restaurant, which we usually take as a good sign for the quality and authenticity of the food. And it was. Though there are better versions of some of these dishes on the menu at other Japanese places in town, there’s no place that has such a wide, consistent selection. We tried everything from the noodles to the sushi to the pork, chicken, and beef dishes, and it was all delicious and satisfying. You can order the main courses a la carte or with “set” dishes of miso soup, pickles, and egg custard for a couple bucks more. Fair warning: although the egg custard looks like flan, it is in fact not flan or any other sort of sweet dessert. If you dig in expecting something cold and sweet, you will be unpleasantly surprised. Other than that sole miscommunication, the wait staff is extremely helpful. And that’s a good thing, because if they weren’t we would have sat there paging through the menu until the place closed. There’s probably some stuff on this menu that you’ve never seen before, and that your server might steer you away from. For instance, apparently white people don’t usually like Japanese yams. We wouldn’t know, because our waitress successfully talked us out of ordering them. Probably a smart move after that “custard” surprise."
"
94 University Pl.
New York, NY 10003
212-776-1830
",1.0,Mexican,Tortaria,7.6,"New York will never be the taco city. We know that. We can't win 'em all, and considering we have pretty much everything other cuisine on lock down, we probably shouldn't get too upset about it. Also, it gives us a reason to actually look forward to traveling to LA. Tacos aren't the only form of delicious low-brow Mexican cuisine though. One avenue NYC hasn't driven down yet is the torta. Enter Tortaria, a new-ish cafeteria which focuses on the glorious Mexican sandwich it's named after. We're surprised more people aren't talking about this joint, because it's a diaper dandy (sorry, I've been watching way too much of the NCAA tournament).
We went in not expecting much, but left pleasantly surprised by what's going on at this place. Quick, specialty fast foods are something lower Manhattan now thrives on, and Tortaria deserves to be mentioned alongside their fellow low-cost, high-reward brethren like Luke's (lobster rolls), Bobwhite (fried chicken), Caracas (arepas) and Mile End (sandwiches). Tortaria has some issues, which we'll get into, but the food certainly isn't one of them. The menu is large, yet focused. There's a Mexican sandwich and a taquito for every palate. And that guacamole, oh hell yeah. It's ridiculous. Each and every batch is made fresh to order and is crazy good.
Before arranging to meet your new online love interest here, you need to be prepared for what goes on. This ain't the spot for sexy time margaritas. There are lots of drinks on the menu, including fresh fruit cocktails and a laundry list of tequila choices, but they take an insanely long time to actually get and the bartender is probably also the dishwasher. Go to Mayahuel for date night. Tortaria is more like an NYU dining hall - overflowing with college kids and serving quick eats on the cheap. In BusBoy talk, which I now find myself using way too often these days, ""Tortaria is a thunderdome of Mexican sandos, with mad kids posted up lookin' to snack tough and chill out. You feel me?"" Busboy David goes to NYU...see what I did there?"
"
245 Bowery
New York, NY 10002
212-505-2282
",3.0,Spanish,Cata,7.9,"Did we really need another Spanish restaurant in New York City? Probably not. And for that matter, did we need a new Spanish restaurant opening on the absurdly over-crowded Lower East Side? Definitely not. Actually, let’s say from now on that the LES is officially full. Sold out. There’s no more room for anything, and that includes but is not limited to: bars, lounges, pizza joints, places that sell Vietnamese sandwiches, restaurants operated by any company called “The (Something) Group,” music venues, Miami-style condos, and Rag & Bone stores. Take that stuff to another place that could really use the economic development, like the West 30s, or North Korea.
As you might be able to tell, we haven’t exactly been lamenting the absence of good Spanish food in this city lately, nor have we been dying to hang out anywhere near the Lower East Side vortex. But a friend was in town, and for one reason or another we ended up this ’hood in search of something new and good to eat. Luckily, we’d heard some nice things about Cata, a new tapas restaurant on Bowery that for some reason also specializes in gin and tonics. I guess you’ve got to specialize in something.
After now having more than one meal at Cata, we are here to tell you that this is place is actually really good. Say what you will about the fact that the traditional tapas restaurant is starting to feel tired (I said that), but the food on this menu is very solid and reasonably priced. We also like the room a lot. It’s well appointed and large enough that getting a table here isn’t a huge pain in the ass, but it’s also not so big that it feels impersonal. The communal tables and long section of counter seating also make for an informal vibe, which is then magnified by the super chill wait staff. It’s a nice change of pace from the all the small, cramped restaurants around here that are full of waiters who think they’re the James Franco of food service. Don’t worry, dude. You’re gonna break out any moment.
Despite all of the angry things we started off saying in this review, we’re actually really glad that Cata decided to open its doors in this over-crowded part of town. We may not need another Spanish restaurant, but we can always use more restaurants that do what they do well and make people feel like their money has been well spent. We will definitely be back, if only to reacquaint ourselves with the gin and tonic. Pretty sure the ones I had at Cata were the first since my second senior year of college. And I’m also pretty sure the ones I drank back then didn’t have small batch gin and/or ice in them."
"
296 Grand St.
Brooklyn, NY 11211
718-354-7770
",2.0,Japanese,Bozu,6.0,"For all of the things that Williamsburg does have when it comes to restaurants, one thing it doesn't seem to have is excellent sushi. We've been trying for a while now to find a place worth visiting twice, but for some reason that's been elusive. Maybe there just aren't enough big money spenders in this part of the city to for a really high quality sushi establishment to survive. The good stuff tends to be expensive, and therefore the best sushi tends to live in places where platinum and corporate cards live too. Like Midtown.
Unfortunately, we don't want to eat in Midtown, and we find ourselves in Williamsburg from time to time. And there's only so much fried chicken and Brooklyn Lager that a guy can consume in one neighborhood*. So our search for great sushi in Williamsburg continues, and it most recently lead us to Bozu.
Here's the kicker, Bozu isn't even really a sushi restaurant. It's ""Japanese Tapas,"" because of course it is. I think what that means is that they have all kinds of inventive small plates on the strange tiny plastic menu they hand you, a few of which we tried and cared for very little. What that also means is that you won't find straightforward sushi here either. What you will find are sushi ""bombs,"" which are basically rice and fish and other stuff pressed together into a neat dome shaped thing. The bombs we liked.
Overall, Bozu is a weird little restaurant that has very obviously been around since before Williamsburg's restaurant scene blew up. You know, back when SEA Thai was the only other game in town, and you had to have funky lounge beats and club lighting in the dining room to stay up with the game. Needless to say, we don't love the vibe at Bozu, and we didn't love the service either. The staff is entirely Japanese, and while they are all very nice, the kitchen seems disorganized and slow. The food in general didn't impress us much, aside from a few of the bombs which were actually pretty good. Check the Food Rundown for more details, but let's just say Bozu is not the Williamsburg sushi we're looking for. Maybe nowhere is.
*Redacted: There is no such limit to said consumption."
